description,location,price_naira,bedrooms,bathrooms,city,house_type,building_age
Luxury Furnished 5 Bedroom Fully Detached Duplex + Bq,Osapa London Lekki Lagos,30000000.0,5.0,5.0,Lekki,duplex,Old
4 Bedroom Semi Detached Duplex Available,Osapa London Lekki Lagos,10000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Semi Detached Duplex Available,Chevron Lekki Lagos,10000000.0,4.0,4.0,Lekki,duplex,Old
Room Self Contain,Badore Ajah Lagos,300000.0,1.0,1.0,Ajah,self-contain,Old
Newly Built 3 Bedroom Flat,Rockstone Estate Badore Ajah Lagos,2000000.0,3.0,3.0,Ajah,flat & apartment,New
Mini Flat,"Good Seed Estate, Off Ado/badore Road, Badore Ajah Lagos",650000.0,1.0,1.0,Ajah,flat & apartment,Old
4 Bedroom Semi Detached Duplex,Orchid Lekki Lagos,6500000.0,4.0,4.0,Lekki,duplex,Old
3 Bedroom Serviced Apartment,Along Lekki Expressway Lekki Lagos,8000000.0,3.0,3.0,Lekki,flat & apartment,Old
4 Bedroom Terraced Duplex,Chevron Lekki Lagos,8000000.0,4.0,4.0,Lekki,duplex,Old
2 Bedroom Apartment,"Off Freedom Way, Lekki Phase 1 Lekki Lagos",13000000.0,2.0,2.0,Lekki,flat & apartment,Old
4 Bedroom Semi Detached Duplex,Chevron Lekki Lagos,9000000.0,4.0,4.0,Lekki,duplex,Old
7 Bedroom Detached Duplex With Bq,Amen Estate Eleko Ibeju Lekki Lagos,15000000.0,7.0,7.0,Lekki,duplex,Old
Luxurious Mini Flat,Ikate Ikate Lekki Lagos,5200000.0,1.0,1.0,Lekki,flat & apartment,Old
Single Room,Orchid Lekki Lagos,1500000.0,1.0,1.0,Lekki,,Old
1 Bedroom Miniflat,Canal West Osapa London Lekki Lagos,3000000.0,1.0,1.0,Lekki,flat & apartment,Old
1 Bedroom Flat,Orchid Road Lekki Lagos,2700000.0,1.0,1.0,Lekki,flat & apartment,Old
1 Bedroom Flat,Orchid Road Lekki Lagos,2500000.0,1.0,1.0,Lekki,flat & apartment,Old
Room Self Contain Apartment,Chevy View Chevron Lekki Lagos,2000000.0,1.0,1.0,Lekki,flat & apartment,Old
1 Bedroom Apartment,"Wole Ariyo, Lekki Phase 1 Lekki Lagos",5000000.0,1.0,1.0,Lekki,flat & apartment,Old
3 Bedroom Flat,"Lekki Phase 1, Lekki Lagos",9000000.0,3.0,3.0,Lekki,flat & apartment,Old
Luxurious And Fully Serviced 1 Bedroom Flat,Victoria Island Lagos,10000000.0,1.0,1.0,Victoria Island,flat & apartment,Old
Fully Serviced 2 Bedroom Luxury Apartment,Victoria Island Lagos,12000000.0,2.0,2.0,Victoria Island,flat & apartment,Old
Furnished 5 Bedroom Detached Duplex With Pool,"Megamond Estate ,lekki Lagos Chevron Lekki Lagos",30000000.0,5.0,5.0,Lekki,duplex,Old
3 Bedroom Flat,"Old Ikoyi, Ikoyi Lagos",38000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
Mini Flat,"Sangotedo, Ajah Lagos",1700000.0,1.0,1.0,Ajah,flat & apartment,Old
1 Bedroom Flat,"Sangotedo, Ajah Lagos",1700000.0,1.0,1.0,Ajah,flat & apartment,Old
4 Bedroom Semi Detached Duplex,Lekki Conservation Along Lekki Expressway Lekki Lagos,10000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Semi Detached Duplex,Chevron Lekki Lagos,9000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Detached Duplex,"Lekki Phase 1, Lekki Lagos",30000000.0,4.0,3.0,Lekki,duplex,Old
3 Bedroom Terrace Duplex With Bq,"Ikate, Lekki Lagos",10000000.0,3.0,4.0,Lekki,duplex,Old
Newly Built 4 Bedroom Terrace Duplex,Lekki Phase 1 Lekki Phase 1 Lekki Lagos,20000000.0,4.0,4.0,Lekki,duplex,New
4 Bedroom Semi Detached Duplex,Opic Estate Isheri North Ojodu Lagos,6500000.0,4.0,4.0,Ojodu,duplex,Old
3 Bedroom Flat,"Harmony Estate, Isheri North Ojodu Lagos",4000000.0,3.0,3.0,Ojodu,flat & apartment,Old
4 Bedroom Detached Duplex,"Greenfield Estate, Isheri North Ojodu Lagos",10000000.0,4.0,5.0,Ojodu,duplex,Old
Shared Apartment,L. B. S Sangotedo Ajah Lagos,550000.0,1.0,1.0,Ajah,flat & apartment,Old
Chevy View 3bedroom Flat,Chevy View Chevron Lekki Lagos,8000000.0,3.0,4.0,Lekki,flat & apartment,Old
4 Bedroom Semi Detached Duplex,Osapa London Lekki Lagos,10000000.0,4.0,4.0,Lekki,duplex,Old
Well Maintained 3 Bedroom Apartment,"Ikota, Lekki Ikota Lekki Lagos",5000000.0,3.0,3.0,Lekki,flat & apartment,Old
5 Bedroom Detached Duplex With Bq,Igbo Efon Lekki Lagos,12000000.0,5.0,5.0,Lekki,duplex,Old
Newly Built 2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,35000000.0,2.0,2.0,Lekki,flat & apartment,New
2 Bedroom Apartment,Chevron Lekki Lagos,10000000.0,2.0,2.0,Lekki,flat & apartment,Old
4 Bedroom Semi Detached Duplex,Chevron Lekki Lagos,9000000.0,4.0,4.0,Lekki,duplex,Old
Brand New Massive 4 Bedroom Maisonette,Lekki Phase 1 Lekki Phase 1 Lekki Lagos,30000000.0,4.0,4.0,Lekki,maisonette,New
Mini Flat,"Atlantic View Estate, Igbo Efon Lekki Lagos",2500000.0,1.0,2.0,Lekki,flat & apartment,Old
1 Bedroom Flat,"Vandaniels Estate, Orchid Lekki Lagos",1500000.0,1.0,1.0,Lekki,flat & apartment,Old
Mini Flat,Ado Road Ajah Lagos,1500000.0,1.0,2.0,Ajah,flat & apartment,Old
Block Of Flats,"Aderemi Akeju Street, Sholuyi, Gbagada Lagos",2500000.0,2.0,2.0,Gbagada,flat & apartment,Old
Mini Flat,"Sholuyi, Gbagada (by Deeper Life Hq) Gbagada Lagos",1500000.0,1.0,1.0,Gbagada,flat & apartment,Old
Mini Flat,"Palmgroove, Shomolu Lagos",1800000.0,1.0,1.0,Shomolu,flat & apartment,Old
Mini Flat,"Adekunle, Old Yaba Road, Yaba Lagos",2000000.0,1.0,1.0,Yaba,flat & apartment,Old
4 Bedroom Semi Detached Duplex With Bq,Chevron Lekki Lagos,12000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Maisonette,Lekki Phase 1 Lekki Lagos,35000000.0,4.0,4.0,Lekki,maisonette,Old
Serviced 2 Bedroom Apartment,Ilasan Lekki Lagos,7500000.0,2.0,2.0,Lekki,flat & apartment,Old
4 Bedroom Flat,Lekki Phase 1 Lekki Lagos,14000000.0,4.0,4.0,Lekki,flat & apartment,Old
4 Bedroom Maisonette,Lekki Phase 1 Lekki Lagos,16000000.0,4.0,4.0,Lekki,maisonette,Old
2 Bedroom Flat,Victoria Island Lagos,20000000.0,2.0,2.0,Victoria Island,flat & apartment,Old
3 Bedroom Flat,"Chevron, Lekki Lagos",4050000.0,3.0,2.0,Lekki,flat & apartment,Old
Room Self Contained,"Atlantic View Estate, New Road, Lekki Lagos",1800000.0,1.0,1.0,Lekki,self-contain,Old
4 Bedroom Terrace Duplex,"Orchid/conservation Road, Lekki Lagos",6500000.0,4.0,4.0,Lekki,duplex,Old
3 Bedroom Flat,Ikoyi Lagos,35000000.0,3.0,2.0,Ikoyi,flat & apartment,Old
2 Bedroom Apartment,Ikate Lekki Lagos,105000.0,2.0,2.0,Lekki,flat & apartment,Old
3 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,30000000.0,3.0,4.0,Lekki,flat & apartment,Old
2 Bedroom Flat,"Blenco,olokonla Alimosho Lagos",3500000.0,2.0,2.0,Alimosho,flat & apartment,Old
Single Room In A Shared Apartment In Estate,Secured Estate Osapa London Lekki Osapa London Lekki Lagos,2000000.0,1.0,1.0,Lekki,flat & apartment,Old
Studio Apartment,Ikate Lekki Lagos,3500000.0,1.0,1.0,Lekki,flat & apartment,Old
Fully Furnished Room In A Shared Apartment & Estate,Secured Estate Along Orchid Road Lekki Orchid Lekki Lagos,2500000.0,1.0,1.0,Lekki,flat & apartment,Old
Studio Apartment,Ikate Lekki Lagos,3500000.0,1.0,1.0,Lekki,flat & apartment,Old
Studio Apartment,Ikate Lekki Lagos,3000000.0,1.0,1.0,Lekki,flat & apartment,Old
Studio Apartment,Ikate Lekki Lagos,3000000.0,1.0,1.0,Lekki,flat & apartment,Old
2 Bedroom Terrace Duplex,"Residential Zone, Banana Island Ikoyi Lagos",30000000.0,2.0,2.0,Ikoyi,duplex,Old
Beautifully Furnished 2 Bedroom Apartment For Rent,Ikate Ikate Lekki Lagos,13500000.0,2.0,2.0,Lekki,flat & apartment,Old
4bedroom Terrace Duplex,Orchid Lagos State Orchid Lekki Lagos,8000000.0,4.0,4.0,Lekki,duplex,Old
2bedroom Duplex,Ikate Ikate Lekki Lagos,10000000.0,2.0,2.0,Lekki,duplex,Old
2bedroom Fully Furnished Flat,Ikate Ikate Lekki Lagos,11000000.0,2.0,2.0,Lekki,flat & apartment,Old
4 Bedroom Terrace Duplex,Ikota Villa Estate Lekki Lagos,8000000.0,4.0,4.0,Lekki,duplex,Old
3 Bedroom Terraced Duplex With A Bq,Lekki Phase 1 Lekki Lagos,17000000.0,3.0,3.0,Lekki,duplex,Old
5 Bedrooms Detached House With 1 Room Service Quarters,Old Ikoyi Ikoyi Lagos,50000000.0,5.0,5.0,Ikoyi,,Old
1/2/3 Bedroom Apartment,"Off Admiralty Road, Lekki Phase 1 Lekki Lagos",7000000.0,3.0,2.0,Lekki,flat & apartment,Old
Fully Furnished 2 Bedroom Apartment,Ikate Lekki Lagos,8500000.0,2.0,2.0,Lekki,flat & apartment,Old
Studio Apartment,Grace Court In Royal Prime Estate Lekki Phase 2 Lekki Lagos,2500000.0,1.0,1.0,Lekki,flat & apartment,Old
4 Bedroom Terrace Duplex,Chevron Lekki Lagos,7000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Semi Detached Duplex,Ikota Lekki Lagos,8000000.0,4.0,4.0,Lekki,duplex,Old
3 Bedroom Flat,Illasan Ikate Lekki Lagos,8000000.0,3.0,3.0,Lekki,flat & apartment,Old
Executive 2bedroom Flat With Necessary Facilities,Akoka Yaba Lagos,3500000.0,2.0,3.0,Yaba,flat & apartment,Old
4 Bedroom Detached Duplex,Ikate Elegushi Lekki Lagos,25000000.0,4.0,4.0,Lekki,duplex,Old
Master Bedroom In A Shared Apartment,Lekki County Homes Ikota Ikota Lekki Lagos,3000000.0,1.0,1.0,Lekki,flat & apartment,Old
Decent Mini Flat With Two Toilet,Iyano Oworo Oworonshoki Gbagada Lagos,1500000.0,1.0,1.0,Gbagada,flat & apartment,Old
Studio Apartment,Harris Drive Vgc Lekki Lagos,2300000.0,1.0,1.0,Lekki,flat & apartment,Old
4 Bedroom Terraced House With Bq,"Awuse Estate, Opebi Ikeja Lagos",13000000.0,4.0,4.0,Ikeja,,Old
3 Bedroom Flat,Off Hospital Road Ifako Gbagada Gbagada Lagos,3000000.0,3.0,2.0,Gbagada,flat & apartment,Old
2 Bedroom Flat,Kilo Marsha Surulere Lagos,3300000.0,2.0,2.0,Surulere,flat & apartment,Old
Newly Renovated 2bedroom Flat In Surulere,Off Kilo Masha Road Surulere Lagos Kilo Marsha Surulere Lagos,3000000.0,2.0,2.0,Surulere,flat & apartment,Old
Newly Renovated Miniflat In Surulere,Off Kilo Masha Road Surulere Lagos Kilo Marsha Surulere Lagos,2500000.0,1.0,1.0,Surulere,flat & apartment,Old
Room Self Contain,Serene And Secure Environment Oribanwa Lakowe Lakowe Ajah Lagos,700000.0,1.0,1.0,Ajah,self-contain,Old
Newly Built 2 Bedroom Apartment,Orchid Lekki Ajah Lagos,5000000.0,2.0,3.0,Ajah,flat & apartment,New
Newly Built 4 Bedroom Fully Detached Duplex,Orchid Kekki Ajah Lagos,12000000.0,4.0,5.0,Ajah,duplex,New
Luxury Furnished 5 Bedroom Fully Detached Duplex + Bq,Osapa London Lekki Lagos,30000000.0,5.0,5.0,Lekki,duplex,Old
Newly Built Mini Flat,Ilupeju Lagos,2500000.0,2.0,2.0,Ilupeju,flat & apartment,New
2 Bedroom Apartment,Gbagada Lagos,3500000.0,2.0,2.0,Gbagada,flat & apartment,Old
3 Bedroom Apartment,Magodo Gra Phase 1 Ojodu Lagos,6000000.0,3.0,4.0,Ojodu,flat & apartment,Old
3 Bedroom Apartment,Aguda(ogba) Ogba Lagos,4000000.0,3.0,3.0,Ogba,flat & apartment,Old
1 Bedroom Apartment,Jacob Street Onipanu Shomolu Lagos,1500000.0,1.0,2.0,Shomolu,flat & apartment,Old
2 Bedroom Flat,Aquaview Estate Ogudu Orike Ogudu Lagos,2400000.0,2.0,2.0,Ogudu,flat & apartment,Old
Newly Built Room Self Contained,Off Lawanson Bus Stop Surulere Lagos,800000.0,1.0,1.0,Surulere,self-contain,New
Executive And Standard 2 Bedroom Flat,Fola Agoro Yaba Lagos,3000000.0,2.0,2.0,Yaba,flat & apartment,Old
Newly Built Room Self Contain,Lawanson Surulere Lagos,700000.0,1.0,1.0,Surulere,self-contain,New
Mini Flat,"Off Fola Agoro, Abule Ijesha Yaba Lagos",2000000.0,1.0,2.0,Yaba,flat & apartment,Old
3 Bedroom Apartment,Sabo Yaba Lagos,4000000.0,3.0,2.0,Yaba,flat & apartment,Old
Newly Built Mini Flat,Shomolu Shomolu Lagos,2000000.0,1.0,2.0,Shomolu,flat & apartment,New
Newly Built Room Self Contained,Morocco Shomolu Lagos,1100000.0,1.0,1.0,Shomolu,self-contain,New
Newly Built 2 Bedroom Apartment,Borno Way Alagomeji Yaba Lagos,5000000.0,2.0,2.0,Yaba,flat & apartment,New
Exquisite Studio Apartment,Yaba Lagos,1500000.0,1.0,1.0,Yaba,flat & apartment,Old
4 Bedroom Duplex,Shomolu Shomolu Lagos,10000000.0,4.0,4.0,Shomolu,duplex,Old
2 Bedroom Apartment,Alapere Ketu Lagos,3000000.0,2.0,2.0,Ketu,flat & apartment,Old
3 Units Of Newly Renovated 3 Bedroom Flat,"Off Oduduwa, Kilo Marsha Surulere Lagos",3500000.0,3.0,2.0,Surulere,flat & apartment,Old
Newly Built 3 Bedroom Flat,"Collindale Estate, At The Back Of Stadium Surulere Lagos",6000000.0,3.0,2.0,Surulere,flat & apartment,New
2 Bedroom Apartment,Alapere Ketu Lagos,4000000.0,2.0,2.0,Ketu,flat & apartment,Old
Luxury Furnished 5 Bedroom Fully Detached Duplex + Bq,Osapa London Lekki Lagos,30000000.0,5.0,5.0,Lekki,duplex,Old
A Room Self Contained,First Bank Axis Bariga Lagos,700000.0,1.0,1.0,Bariga,self-contain,Old
Newly Built 2 Bedroom Apartment,Ilupeju Lagos,3500000.0,2.0,2.0,Ilupeju,flat & apartment,New
Newly Built 3 Bedroom Apartment,"Off Ishaga Road, Ojuelegba Surulere Lagos",5000000.0,3.0,3.0,Surulere,flat & apartment,New
Newly Renovated 2 Bedroom Apartment,Close To Dopemu Bridge Agege Agege Lagos,2500000.0,2.0,2.0,Agege,flat & apartment,Old
Roomself Contain,Fadeyi Shomolu Lagos,900000.0,1.0,1.0,Shomolu,self-contain,Old
Newly Built 3 Bedroom Flat,Ilupeju Estate Ilupeju Lagos,4500000.0,3.0,3.0,Ilupeju,flat & apartment,New
Newly Built Mini Flat,"Kayfarm Estate, Obawole Ogba Lagos",2000000.0,1.0,1.0,Ogba,flat & apartment,New
Newly Built 2 Bedroom Flat,Alagomeji Yaba Lagos,4000000.0,2.0,3.0,Yaba,flat & apartment,New
2 Bedroom Flat,Alagomeji Yaba Lagos,2500000.0,2.0,2.0,Yaba,flat & apartment,Old
3 Bedroom Flat,"Off Shaki Crescent, Aguda Surulere Lagos",4500000.0,3.0,3.0,Surulere,flat & apartment,Old
2 Bedroom Apartment,Ifako Gbagada Gbagada Lagos,4000000.0,2.0,2.0,Gbagada,flat & apartment,Old
Newly Built 3 Bedroom Apartment,Off Ishaga Road Surulere Lagos,5000000.0,3.0,3.0,Surulere,flat & apartment,New
Mini Flat,Off Nathan Street Tejuosho Yaba Lagos,2200000.0,1.0,1.0,Yaba,flat & apartment,Old
Newly Built Mini Flat,Palmgroove Ilupeju Lagos,2500000.0,1.0,1.0,Ilupeju,flat & apartment,New
"Executive, Decent Miniflat",Off Kayode Road Apapa Lagos,1600000.0,1.0,2.0,Apapa,flat & apartment,Old
2 Bedroom Apartment With Bq,Ajose Adogun Victoria Island Lagos,9000000.0,2.0,2.0,Victoria Island,flat & apartment,Old
Mini Flat,"Off Oguntona Crescent, Gbagada Phase 1 Gbagada Lagos",2000000.0,1.0,1.0,Gbagada,flat & apartment,Old
Self Serviced 4 Bedroom Semi Detached Duplex With Bq,Berra Estate Chevron Lekki Lagos,10000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Terraced Duplex,Osapa London Lekki Lagos,7000000.0,4.0,4.0,Lekki,duplex,Old
3 Bedroom Apartment With Bq,Oniru Victoria Island Lagos,8000000.0,3.0,3.0,Victoria Island,flat & apartment,Old
3 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,30000000.0,3.0,4.0,Lekki,flat & apartment,Old
2 Bedroom Flat,Ikota Lekki Lagos,7000000.0,2.0,2.0,Lekki,flat & apartment,Old
Newly Built 2 Bedroom Apartment,Osapa London Lekki Lagos,6500000.0,2.0,2.0,Lekki,flat & apartment,New
Serviced 2 Bedroom Apartment,Ikate Lekki Lagos,12000000.0,2.0,2.0,Lekki,flat & apartment,Old
Serviced 4 Bedroom Terrace Duplex With Bq,Ologolo Lekki Lagos,9000000.0,4.0,4.0,Lekki,duplex,Old
2 Bedroom Apartment,Chevron Alternative Route Lekki Lagos,4000000.0,2.0,2.0,Lekki,flat & apartment,Old
A Room Self Contained,Berger Ojodu Lagos,500000.0,1.0,1.0,Ojodu,self-contain,Old
4 Bedroom Detached Duplex With Bq,"Old Ikoyi, Ikoyi Lagos",40000000.0,4.0,4.0,Ikoyi,duplex,Old
3 Bedroom Flat,"Old Ikoyi, Ikoyi Lagos",35000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
Studio Apartment,Lekki Phase 1 Lekki Lagos,75000.0,1.0,1.0,Lekki,flat & apartment,Old
Single Room Self Contained,"Royal Pine Estate, Lekki Lagos",1100000.0,1.0,1.0,Lekki,self-contain,Old
3 Bedroom Flat,"Agungi, Lekki Lagos",5000000.0,3.0,3.0,Lekki,flat & apartment,Old
Newly Built 2 Bedroom Flat,Lawanson Surulere Lagos,1800000.0,2.0,2.0,Surulere,flat & apartment,New
4 Bedroom Terraced Duplex,"Orchid Road, Lekki Lagos",6500000.0,4.0,4.0,Lekki,duplex,Old
Plaza / Complex / Mall,"Facing Lekki Epe Expressway, Bogije, Ibeju Lekki Lagos",1500000.0,,,Lekki,,Old
All En Suite 3 Bedroom Terrace Duplex,Abraham Adesanya Estate Ajah Lagos,5000000.0,3.0,3.0,Ajah,duplex,Old
Newly Built 3 Bedroom Flat,Monastery Road By New Shoprite Sangotedo Ajah Lagos,2200000.0,3.0,2.0,Ajah,flat & apartment,New
Luxury Newly Built 4 Bedroom,Lekki Gardens Phase 2 Abraham Adesanya Estate Ajah Lagos,3500000.0,4.0,3.0,Ajah,,New
Fully Furnished All En Suite 3 Bedroom Terrace,Phase 2 Lekki Gardens Estate Ajah Lagos,5000000.0,3.0,3.0,Ajah,,Old
Newly Built 4 Bedroom Terrace Duplex With Bq,By Abraham Adesanya Estate Ajah Lagos,4500000.0,4.0,3.0,Ajah,duplex,New
Furnished 5 Bedroom Detached Duplex With Pool,"Megamond Estate ,lekki Lagos Chevron Lekki Lagos",30000000.0,5.0,5.0,Lekki,duplex,Old
2 Bedroom Apartment,Anthony Village Maryland Lagos,5000000.0,2.0,2.0,Maryland,flat & apartment,Old
5 Bedroom Detached Duplex With Bq,Ologolo Lekki Lagos,10000000.0,5.0,5.0,Lekki,duplex,Old
4 Bedroom Duplex,Moses Ighodala Shangisha Kosofe Ikosi Lagos,15000000.0,4.0,4.0,Ikosi,duplex,Old
Newly Built Lovely Miniflat @ Yaba,Iwaya Onike Iwaya Yaba Lagos,1800000.0,1.0,1.0,Yaba,flat & apartment,New
Newly Built Miniflat,Kareem Ojuelegba Surulere Lagos,2800000.0,1.0,1.0,Surulere,flat & apartment,New
3 Bedroom Apartment,Ago Palace Okota Lagos,2500000.0,3.0,4.0,Okota,flat & apartment,Old
Newly Built Mini Flat,Ago Palace Okota Lagos,2000000.0,2.0,2.0,Okota,flat & apartment,New
Newly Built 2 Bedroom Apartment,Apple Junction Amuwo Odofin Lagos,4000000.0,2.0,3.0,Amuwo Odofin,flat & apartment,New
A Room Self Contained,Sangotedo Ajah Lagos,1000000.0,1.0,1.0,Ajah,self-contain,Old
Mini Flat,"Olasoji Oke Close, Meiran Alagbado Abule Egba Lagos",550000.0,1.0,1.0,Egba,flat & apartment,Old
2 Bedroom Flat,"Olasoji Oke Close, Meiran Alagbado Abule Egba Lagos",800000.0,2.0,2.0,Egba,flat & apartment,Old
2 Bedroom Flat,Peace Estate Baruwa Ipaja Lagos,1000000.0,2.0,3.0,Iyana Ipaja,flat & apartment,Old
4 Bedroom Semi Detached Duplex,"Bera Estate, Lekki, Lagos Lekki Lagos",8000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Semi Detached Duplex,"Bera Estate, Lekki, Lagos Lekki Lagos",8000000.0,4.0,4.0,Lekki,duplex,Old
3 Bedroom Terrace Duplex,Lekki Phase 2 Lekki Lagos,5500000.0,3.0,3.0,Lekki,duplex,Old
2 Bedroom Flat,Bucknor Estate Isolo Lagos,2500000.0,2.0,2.0,Isolo,flat & apartment,Old
"Newly Built, Cheap Mini Flat",By Powerline Bus Stop Ejigbo Ejigbo Lagos,1000000.0,1.0,1.0,Ejigbo,flat & apartment,New
4 Bedroom Apartment With Bq,Banana Island Ikoyi Lagos,45000000.0,4.0,4.0,Ikoyi,flat & apartment,Old
Highly Subsidized 2 Bedroom Flat,By Powerline Bus Stop Ejigbo Ejigbo Lagos,1500000.0,2.0,2.0,Ejigbo,flat & apartment,Old
Executive 2 Bedroom Flat,By Ajao Estate Off Int Airport Rd Oke Afa Isolo Lagos,3000000.0,2.0,2.0,Isolo,flat & apartment,Old
Master Bedroom Single Room,2nd Tollgate Oral Estate Lekki Lagos,3700000.0,1.0,1.0,Lekki,,Old
2 Bedroom Flat,"just After 2nd Toll Gate, Lekki Expressway, Lekki, Lagos Lekki Lagos",1500000.0,2.0,3.0,Lekki,flat & apartment,Old
3 Bedroom Duplex,Adeniyi Jones Ikeja Lagos,12000000.0,3.0,3.0,Ikeja,duplex,Old
2 Bedroom Flat,Badore Ajah Lagos,2500000.0,2.0,3.0,Ajah,flat & apartment,Old
2 Bedroom Flat,"Igbogbo, Ikorodu Lagos",700000.0,2.0,2.0,Ikorodu,flat & apartment,Old
5 Bedroom Duplex With Bq,Omole Phase 1 Ojodu Lagos,13500000.0,5.0,4.0,Ojodu,duplex,Old
2 Bedroom Maisonette,Banana Island Ikoyi Lagos,40000000.0,2.0,2.0,Ikoyi,maisonette,Old
Newly Built 3 Bedroom Apartment,Jakande Estate Okeafa Isolo Lagos,3000000.0,3.0,3.0,Isolo,flat & apartment,New
Newly Built 2 Bedroom Flat,"Nnpc Axis,isolo Ejigbo Lagos",2500000.0,2.0,3.0,Ejigbo,flat & apartment,New
Newly Built 3 Bedroom Flat,Hotel Bus Stop Bucknor Estate Isolo Lagos,2300000.0,3.0,3.0,Isolo,flat & apartment,New
2 Bedroom Flat,"Divine Avenue Bucknor Estate, Bucknor Isolo Lagos",2500000.0,2.0,2.0,Isolo,flat & apartment,Old
Mini Flat,"Foursquare Isheri Oshun , Bucknor Isolo Lagos",1200000.0,1.0,1.0,Isolo,flat & apartment,Old
Newly Built 2 Bedroom Flat,Transformer Bucknor Estate Bucknor Isolo Lagos,2200000.0,2.0,2.0,Isolo,flat & apartment,New
Newly Built Mini Flat,Destiny Isheri Oshun Bucknor Isolo Lagos,1000000.0,1.0,1.0,Isolo,flat & apartment,New
Newly Built Mini Flat,Bucknor Isheri Bridge. Bucknor Isolo Lagos,1000000.0,1.0,1.0,Isolo,flat & apartment,New
Newly Built 2 Bedroom Apartment,Jakande Estate Oke Afa Isolo Lagos,2000000.0,2.0,2.0,Isolo,flat & apartment,New
4 Bedroom Semi Detached Duplex,Chevron Lekki Lagos,9000000.0,4.0,4.0,Lekki,duplex,Old
Newly Built Mini Flat,"Fagbile Estate, Off Isheri Bucknor Isolo Lagos",800000.0,1.0,2.0,Isolo,flat & apartment,New
Newly Built 2 Bedroom Flat,Sesaide Estate By Badore Road Badore Ajah Lagos,2500000.0,2.0,2.0,Ajah,flat & apartment,New
3 Bedroom Flat,"Lekki Phase 1, Lekki Lagos",25000000.0,3.0,4.0,Lekki,flat & apartment,Old
3 Bedroom Apartment,"Seaside Estate, Badore Ajah Lagos",3000000.0,3.0,3.0,Ajah,flat & apartment,Old
3 Bedroom Flat,"U3 Estate, Lekki Right Lekki Phase 1 Lekki Phase 1 Lekki Lagos",9000000.0,3.0,4.0,Lekki,flat & apartment,Old
2 Bedroom Terrace Duplex With Bq,"By Ogombo Road, Ajah Lagos",3800000.0,2.0,2.0,Ajah,duplex,Old
4 Bedroom Semi Detached Duplex,Victoria Island Lagos,30000000.0,4.0,4.0,Victoria Island,duplex,Old
4 Bedroom Detached Duplex,"Vgc, Lekki Lagos",10000000.0,4.0,4.0,Lekki,duplex,Old
Shared Apartment,"Divine Homes Estate, Thomas Estate Ajah Lagos",1500000.0,1.0,1.0,Ajah,flat & apartment,Old
Newly Built Roomself,Pedro Gbagada Phase 1 Gbagada Lagos,900000.0,,1.0,Gbagada,,New
1 Bedroom Flat,Opic Estate Isheri North Ojodu Lagos,1500000.0,1.0,1.0,Ojodu,flat & apartment,Old
A Fantastic 2 Bedroom Flat,Oniru Victoria Island Lagos,10000000.0,2.0,2.0,Victoria Island,flat & apartment,Old
1 Bedroom Apartment,Ologolo Lekki Lagos,4000000.0,1.0,1.0,Lekki,flat & apartment,Old
"A Room With Personal Toilet, Bath And Kitchen",Off Kilo Bus Stop Surulere Lagos Kilo Marsha Surulere Lagos,600000.0,1.0,1.0,Surulere,,Old
Serviced Mini Flat,Ikate Lekki Lagos,6500000.0,1.0,1.0,Lekki,flat & apartment,Old
3 Bedroom Apartment,Bourdillon Ikoyi Lagos,30000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
Mini Flat,Conservation Center Chevron Lekki Lagos,4500000.0,1.0,1.0,Lekki,flat & apartment,Old
Room In A Shared Apartment,Osapa London Lekki Lagos,2500000.0,1.0,1.0,Lekki,flat & apartment,Old
Newly Renovated 2 Bedroom Apartment,Atlantic Estate Abraham Adesanya Estate Ajah Lagos,3000000.0,2.0,2.0,Ajah,flat & apartment,Old
2 Bedroom Apartment,Mobile Road Ilaje Ajah Lagos,2300000.0,2.0,3.0,Ajah,flat & apartment,Old
4 Bedroom Fully Detached Duplex,Happy Land Estate Sangotedo Ajah Lagos,7500000.0,4.0,5.0,Ajah,duplex,Old
3 Bedroom Flat,Off Coker Coker Road Ilupeju Lagos,5000000.0,3.0,3.0,Ilupeju,flat & apartment,Old
Shared Apartment,Ikate Ikate Lekki Lagos,2000000.0,2.0,2.0,Lekki,flat & apartment,Old
2 Bedroom Terraced Duplex,"Banana Island, Ikoyi, Lagos Ikoyi Lagos",30000000.0,2.0,2.0,Ikoyi,duplex,Old
2 Bedroom Apartment,Close To Justrite Supermarket Berger Ojodu Lagos,1800000.0,2.0,2.0,Ojodu,flat & apartment,Old
Serviced 3 Bedroom Flat,Ikeja Gra Ikeja Lagos,14000000.0,3.0,3.0,Ikeja,flat & apartment,Old
